komentar,label
"Ngrungkone ae wtengku kaliren. Tpi renek seng di badog,,,",1
"Silahkan perpanjang yg penting, seluruh rakyat  INDONESIA TIDAK ADA YG KELAPARAN, ,,",0
"Like Yang Cuma Bisa Pasrah.
Nasib Rakyat Sengsara pak, kita juga prihatin terhadap Korban covid. Tapi kami sdh hampir sebulan ga bisa kerja. Bagaimana kami bisa bertahan?!",1
Kirain cuma utang doang yg dicicil...ehhh ppkm jga bisa nyicill ekwwkk🤣🤣,0
Ppkm Gk ada perubahan tetep aja.. yg ada tmbh parah ekonomi raykat cuma pemerintah buta akan semua ini mau ppkm lv 100 klu gk ada solusi tepat tetep.aja gk ada perubahan,0
"Klk terus PPKM gmn pak.
Gw mau pulang kampung orang tua ku sakit di kampung",1
"Ntr jg hbs PPKM level 4 jd PPKM Darurat lg,pasti blgnya kasusnya melonjak.",1
"Semoga yg adil diberi ganjaran yg baik, dan yg dzolim diberi keadilan oleh Allah",0
bijaklah dalam berkomentar 😂 tapi greget gimana dong 😭,1
"Kelapa saya pun kena ibasnyah. 
 Baru beli langsung ada yg curi. Gara2 susah cari 💸💰",0
"Oowh diperpanjang lagi..
Udah kuduga sih.
Kumaha sia wae lah
Bosen aing ngadengena!!!!!!",1
Gk lama lagi musibah besar akan menimpah Rezim yg zholim,0
"lama"" ada aturan MPCL ( menentang pemerintah ciduk langsung)",1
Waduuuh sekarang level 4 lagi besok level brp pk😭😭ini aj rakyat sdh hancur palagi level 4 smakin pedaaaas🙄🙄.,1
"Pokoknya ada varian baru teruuuss, tenaga kerja chinapun masuk terus, ...",1
"Apapun upaya yg dilakukan pemerintah ttp ada baik dan buruknya .... Berbeda efek dan dampak ke setiap orang
Berdoa ajalah kepada Allah 🤲
Semoga covid musnah d muka bumi",0
"Tnggl 1 byr kontrakan,dah 20hri g kerja,sumpah aku benci bngt dengan keaadaan seprti ini,cmn freleance kerjaku, ga bakalan kejangkau orang seprti saya,bantuan jg ga dpt",1
Kayaknya ini PPKM... Hampir sama dengan sinetron ikatan cinta.. Bersambung terus,1
"pak turun aja klo ga becus ngurus negara,bosen rakyat sama kamu",1
Ppkm level 4...!!!3 aja udah pedes bgt pa?gmn yg level 4...???,0
Pekerjaan sulit bagi buzer balas komen pembelaan😌,1
Angsuran jln terus pekerjaan gk ad 😭😭😭😭😭😭 cari dwet susah,0
"Cuma mau bilang terserah , binggung sebagai rakyat kecil , udah 2 tahun ikut aturan",1
"Wadooohhh tanggung bener ppkm Dikit2 dicicil kayak tagihan aja, wooyyy tanggungggg sklian akir tahun gitu Loo,,, 🎉🎉🎉🎂🎂🎂🎂",1
"TINGKAT KAN ISU COVIT.AGAR TERUS DI PERPANJANG ....KATA TOL CIPALI,,....,",1
"selamat atas suksesnya membuat pekerja makin sengsara....
Arahanmu tak sesuai kaadaan di lapangan",1
"Ngomong sih mudah
Pelaksanaan nya susah pak....",1
"Ntar diperpanjang lagi.
Dicicil ya biar gak pada ribut, Pinteeer... Ngakalinnya",1
Ya Allah... Mau sampe kapan gini2 terus... Udah lelah...,1
"mudah""an alloh cepat menurunkan ajab mu ya allooh terasa di siksa hidup ini .amiin",1
"Kalau orang Jawa/bhs Jawa "" Koyo Iyo iyo'o neng ngomong"" Realisasinya semua rakyat di mana mana sengsara",1
Rakyat manut / nurut mati. Bergerak juga mati. Lebih baik bergerak. Sudah muak.,1
Mumet mumet temen. Revormasi aja turunkan ajah persiden. Lawan aja pemerintah. Lama2 muak juga.,1
"Stop bansos, stop dana covid insyaallah negara normal kembali",1
"Kita Di Batasi Oleh PPKM Sementara TKA Bebas Keluar Masuk Di Negeri Ini Aneh,",1
"Kurang edan kumaha aing duit teu gableg jalan di sekatan bansos te menang,gawe henteu",1
"Ppkm lanjut terus ndak masalah pak, yang penting ""TIDAK USAH ADA PENYEKATAN JALAN""",1
"Saya cuma membaca komentar, ora urusan, PPKM blas... Tolong untuk penguasa telinga sama matanya di buka... Yang se lebar2nya...",1
Silahkan yg mau order aluminium kaca bisa d japri..,0
"Katanya mau bebas dari COVID-19 tapi masih diperpanjang sampai 2 Agustus 2021  

NGELAWAK PAK!!!!????",1
"Terserah dialah, yang kaya teriakk Prokes yang miskin teriakk kelaparan",1
"Bingung pak.  Saya janda. usaha nerima jahitan.  Semenjak pandemi usaha saya ancur. Bansos ga dapat.  Anak"" perlu biaya. Mau sampai kapan kaya gini.  🙏🙏",1
Semoga bangsa Indonesia dibebaskan dari segala pandemi Covid 19 optimis aamiin,1
"Rakyat kecl hanya bs pasrah menunggu ajal,",1
"TOLONG DONG TAGIHAN LISTRIK, PDAM, BANK ATAU TAGIHAN TAGIHAN  YANG LAIN DI TANGGUH KAN SEMENTARA OLEH PEMERINTAH SELAMA PPKM",1
BANTUANNYA MANA WOY. SITU PEMERINTAH GAK MIKIR RAKYAT,1
"Ppkm seumur hidup gapapa pak, asal kasih makan rata.",1
"Ya kan, Siap Pak!!! Siap sampai level 10, tapi kabar bantuannya bikin Ngilerr!!!",1
"Pak Sy sebagai rakyat kecil, saran sya bikin uu tentang korupsi d hukum mati... Insya allah negri kita akan makmur",1
"Allah SWT tidak mungkin menurunkan pemerintah yang dzolim tanpa sebuah hikmah didalamnya, bersabar meskipun bulan depan ada bayar kontrakan dan cicilan motor 😭😭
Kerja di rumahkan wkwkw lucu ya negeri ini",1
REJIM TDK BERKWALITAS BERTAHAN DGN SENJATA COVID.,1
"Kenapa Gak Seumur Hidup aja PPKM nya Biar Rakyatmu,  Apa Bapak Gak Memikirkan Orang Yang Ekonominya Rendah 😪😌",1
smoga cepat hilang covid 19&kembali normal.,1
"Bukan MOBILE LEGENDS aja yg banyak orang Egois,ternyata pemerintah juga tohh:((",0
"Ya Allah ppkm lagi,, ini aja udah kbingungan,, udah jual kalung emas si kecil buat beli makan sehari hari, trus kedepan mau dapat uang dari mana lagi,,",1
"Klo gak sanggup, tinggal bilang. ""Kami mundur"". 😀😀😀🤣",1
"26 juli sampe 2 agustus  knpa gk sekalian   besok 2 agustus smpe kpn lg ,, mau pergi2 harus ada vaksin ,,tp vaksin ajah belum merata ,,  mau cari vaksin susah bnget  ,,",1
ingat partai pak.. semoga 2024 PDI P memperoleh suara terbanyak lg,1
Kebijakan² bapak yg keluarkan menambah kesengsaraan kami !!!!!!,0
Mau memusnahkan covid atau memusnahkan Rakyat kecil pak?,1
"Ya ampun pasrah gimana, nyerah gimana, penghasilan menurun sudah
 rakyat makin sulit buat cari makan",1
"Monggo sak polahe panjenengan mawon pak, kulo tiyang alit, seng wingi mados rejeki sadean soto pinggir jalan kok mallah di gusur, ngoten niku geh seng asmane ppkm,",1
Ingat pemerintah yg baik ataupun buruk kelak akan dipertanggung jawabkan didepan Allah SWT 🙏,0
"Terserah bapa dah, mau di perpanjang sampe tahun depan juga gpp. YANG PENTING 1 ORANG SETIAP HARI SUBSIDI RP 100.000 aja insallah masyarakan nurut pada diem d rmh.",1
"Mau beli pake apa pak???
Kompeksi tempat kami usaha di tutup total.
Bantuan dari mana?
Yg dpet mlh yg berduit.",0
"3 minggu terbuang sia sia,kumaha ieu bayareun akulaku :'(",1
"Gimana dengan nasib anak dan istri saya kalau ppkm d perpanjang terus bisa""mati kelaparan bantuan buat para personil pun ga ada, bantuan juga ga dapat",1
"Pie to pak,nanggung pak kalok diperpanjangin terus,ngga 2 tahun sekalian aja,viruse habis orange yo ikut habis",1
"Makan di warteg/warung makan 20menit ok, 😂😂",1
"Padah tdi mlem sudah senang bisa buka tokoh sembako,eh ternyata di perpanjang,",1
"Seharusnya terapkan Prokes Antonim
1.menghilangkan beritanya
2.menyetop anggarannya
3.membubarkan team nya",1
Semoga cepat sembuh korona semoga Indonesia Cepat sembuh biyar bisa axtifitas kembali seperti semula amiinn,1
Lagi sebentar tahun baru. Covid pasti dinaikin lgi. 😂😂😂😂😂😂😂,1
"awoook awoook mulu nih bapak kgk jelas,PPKM adalah solusi yg bermasalah  pak bagi rakyat,bapak mah enak ngomong gk jelas dan gk bisa dimengerti dpat duit🤣😂",0
"Ameh rabiii susah pak, ngerti rak. Opo"" di batesin. Rakyat juga pngn punya kebebasan. .",1
"Covid2 ini aturan2 org sehat jadi sakit, bansos jga entah siapa yg terima ngga tau, sekali pun belum pernah nerima bantuan selama civid",0
"Hidup sekrng keras, lagi sulit. Kita harus beradaptasi gmna caranya punya uang di saat seperti sekarang. Yuk ngepet atau ngerampok aja deh😅",1
"""..Gua PERPANJANG PPKM agar elu semua kaga BERKUMPUL dan BERGERAK tuk LENGSERIN gua""...
☝Ngomong jujur gitu aja kok RUWET amat sih..",1
"Vitamin, suplemen dokter? Kita butuh uang pak utk kebutuhan lain. Listrik, internet bayar gak pake beras bung!",1
PPKM nya di cicil... perpajang per minggu trus minggu depan lanjit lagi sampe total 6 minggu... 🤣🤣🤣,1
"Enak kalou orang yg banyak duit MH ppkm g harus mikir"" g harus sedih lah aku ya Alloh mau gimna ini 😭😭",0
"Selama bed occupancy rate masih tinggi , ppkm darurat pasti akan dilanjutkan",1
Wis pak...sak karepmu protes jg percuma.!!!!!,1
"Kalau gini terus gimana nasib generasi muda terutama anak²..
Soalnya pembelajaran online kurang efektif..",1
"Tukang nyiksa rakyat kau rupanya. Ingat adzab Allah ya, berat lho. Gak kuat kau nanti",1
"Ya allah ya rob.berilah kekuatan buat rakyat kecil yg tak bs berbuat apa2 ,amiin.",0
Bosen pa pres seblak kali ada levelnya..udah katanya mau berdamai sama sicorona tapi ko masih jadi musuh????,1
"Level bon cabe ya pak,jngn smpai ke level berikutnya ya pak perut kami GK kuat.",1
"Ppkm terus, masyarakat meninggl bukan covid 19, tp mati kelaparan,",1
"Gara2 dperpanjang bnyak yg batalin pmbelian.. ahirnya modal sdh kluar, modal dpet ngutang.. bner2..",0
"Pasti akan diperpanjang lagi sampai HUT RI ,kemudian melarang ada perlombaan di tiap kampung masing""... Kemudian diperpanjang lagi sampai KIAMAT..🤣🤣🤣🤣🤣!!!",1
Turun aj pak.. Kalo gx ad solusi buat negri in.. Dari pada nyusahin rakyat..,1
"Menyesal pilih capres dari Partai Merah
Lebih baik mundur daripada mensengsarakan  rakyat",1
Berita judulny yg bener mn di gogle tgl 8 ini tgl 2  bikin binggung 😅😅,0
"Dia lupa kali ya,katanya dulu ga usah banyak pengaturan di Indonesia...!😏",1
Yang penting jangan lupa besok kalo PILPRES LAGI pastikan dukung lagi partai yang ada BADAKNYA Biar tambah nyungsep 😆😂,1
Waduuh pisang sudah mateeeeeng semua njok piyeee mbah  😂😂😭,0
"Rakyat Kyaknya memang d suruh kalparan, supaya yg gndut jd kurus ,yg kurus ,tmbah kurus .. sprti sang pemimpin.",0
Semoga Amal ibadahmu di terima di Sisi Allah..,1
PEMERINTAHAN SADIS DAN TERSADIS .. BLANGSAK ... PEMBOHONG BESAR .. HANCUR INI NEGARA ... CUIH 😛😜😝😲😤,1
"Knp bapak bisa tau ""kemungkinan ke depannya ada varian2 lain sdgkan pemimpin2 dunia tdk ada yg blg begitu. Jgn sampai ""Ada Udang di balik Batu"" y Pak. 🙏",0
"Keputusan tidak adil ppkm di perpanjang  angsuran kk masih berlanjot, ,,",1
"Slamet dijogo direkso diayomi.
Slamet pemimpine slamet rakyate. 
🙏",0
"Kita hanya bisa berusaha...
Untuk kerja sama pemerintah dan masyarakat mohon di beri bantun sperti listrik seperti awal pandemi",1
Program vaksinasi kalau bisa dipercepat. Masih banyak tempat yang terbatas vaksinnya. Sehingga PPKM tidak kerap terjadi.,1
"Terserah bpk aja,yg penting rakyat jgn smpe kelaparan,harus jln2 di tutup ,hutang2 rakyat di tutup pak,soaly mau cari duit susah,",1
"JOK JOK DUHH ADA ADA AJA LU , EMNG GA ADA KERJAAN LAEN APA LU JOK SEGALA PPKM LV 4",1
"Sekalian pom bensin di tutup, kalo niat ppkm total... Selama 1- 2 bulan... Sekalian hancur... Bosss",1
"Seblan nggur di jkrta, Pny anak bini,kerj freleance,posisi bntuan ga ada,smua jg ssh , aku cmn bisa berdoa mdahan2 anda dan ank ccu anda tidak mersakan seperti saya,",1
"Smenjak ppkm dan psbb Penghasilan gk ad,kerja nihil,bayar pajak dan pbb hrus ttep gass🤣buat mkn aj pusing pak",1
Kenapa g diadain aja pemilu lagi pak ..biar takut tuh corona nya.......,1
Ya Allah pak kenapa GK dr awal lockdown aja. Orang2 masih pada punya tabungan. Bisa Ya makan seadanya. Sekarang tabungan sudah kering pak gara2 pkkm yg berepisode  kek tersanjun sama ikatan cinta 😭😭,0
Udah sebar undangan di perpanjang2 terus. Skrg dh 5hari LG mulai resepsi.,1
"PPKM diperpanjang,  berrti endingnya tos tosan donk??  Wak waww",1
Kok ya ppkm di perpanjang lagi dan lagi pak ya Allah mbok ya pikirin nasib Rakyat kecil.,1
Jodoh pati rejeki dah ada yg ngtur pak klok udah takdirnya mati ya mati rayat kecil gak takut mati kena covit19 tpi rayat kecil takut mati karena kelaparan 😢😩,0
"tolong jangan menjajah negri sendiri,
kami rakyat kecil hanya takut keluarga kami mati kelaparan 🙏",1
"Yaa Allah,,, molor terus koyok karet,   kesel wisan yo ,,, ra do ngerteni rakyat cilek ki piye",1
"PPKM lagi... PPKM lagi.... tambah parah, cari duit tambah sulit, makan apa anak istri",1
Alhamdulillah semua keadaan disyukuri dibalik kesusahan Akan ada kemudahan.,1
"Duhh.. Bosqu blusukan ke RS jgn ke apotik, liat angkat kmatian tu bner² kena covid gak, kog ke apotik.. Nga pain..??",1
"Situ mah enak, dapat gaji, tunjangan, bisa main proyek sama cukong. Nah ini rakyat yang pendapatannya harian bijimana? Sehari dapat sehari habis, bahkan gak cukup karena ekonomi lesu. Bantuan gak ada, pemimpin kok gak bisa menyelesaikan masalah udah bertahun2 begini.",1
"Ealahhhh tandukkkkk meneh pak,genep sisan 2 tahun pak,ilang coronane ilang manungsane",1
"Nangung pak nyampe pemilu tahun depan ..
Pas pemilu baru dah normal lagi ..",1
"Sya berenti kerja lo pak, sya buruh penjual bakso sama bibik sya, setelah ppkm tidak bolh bukak meja sya berenti kerja, mau dftr tni jga susah masuk, apa mau nya ya allah 🤲🏻🤲🏻😢",1
"Atur-aturen pak, mumet-mumeto dewe aku gah melu-melu",1
Allahhuakbar smoga msh ada jalan buat gue makan dan bayar2 utang!!,1
"Selalu ksh Harapan Tapi Janji Palsu,Kemarend Katanya sampe tgl 26 skr diperanjang lagi,..
GAJELAS..
ini kita yg Perantau karywan kecil,Tidak mngkin dpt bantuan",0
"Lah sampe level 9 pun sama aja, koronanya ngga ilang, yng ada msyarakat yng jdi korban",1
"Sak karep sampean pak.. seng penting kluarga sampean iso orep ayem tentrem... 
Wong cilik iso opo,, bah lah mati genah*..!!!",1
"Pak anda benci tak terlihat pada masyarakat ya, 😭😭
Capekkk kaya gini truss",1
"Kumaha sia we lah aing geus lieur mikiran na oge,",1
Dunia yang sungguh konyol sekali .setelah ini akan di lajut level berapa lagi PPKm nya,1
PAKK KPAN MSUK SEKOLAH TATAP MUKAA😭 MULAI AGUSTUS HARUS TATAP MUKA YA PAKK😭,1
"PPKm baru level 4. Masih kurang pedes🤭
Lanjutkan pak Joko. Kami rakyat kecil masih kuat dengan aturan"" yg pak de Joko buat 
Bravo pak de💪",0
"Perpanjang aja pak sekalian 3 tahun, nanti Rakyat Indonesia tinggal bapak sm menteri2 bpk yg terhormat",0
MENCEGAH LEBIH BAIK DARI PADA MENGOBATI.. MERDEKA.!,1
Kalo ppkm di perpanjang emang ngejamin virus nya ilang ya???????🤣,1
"Bukan mati karena penyakit tapi mati karena jadi sulit,semua jd ga bisa gerak,mau kerja kerja gimana dan kemana susah.dampak dari PPKn rumah tangga gw jd burantakan😭",1
terus aj pak ppkm gda klar nya.ntr nih ud tgl 2 d lanjut lg bgtu aj trs smpe akhir thun..alsan nya covid mningkat lg,1
"Ppkm terus bos sampe akeh wong mati guduk kenek covid, tapi mati kelaparan !",1
PPKM di per panjang sampai  2 Agustus... Lepas tu adu finaltiy...,1
"yang penting pada sehat aja dah.
lekas sembuh indonesia ku",1
"Level 4 sudah berakhir 
Saatnya longgar sejenak 50% selama seminggu.. Next Level selanjutnya 
3 agustus 
Level Ngangkang",1
"Perpanjang terus jangan kasih kendor pak,,,,salam rakyat miskin",1
"Ini yang namanya pemimpin. Sumpah demi ALLAH pendukung nya akan kena hisab di akhirat, jangan tanya kalo pemimpin nya ika jelas, punya pemimpin ngga bela masyarakat kecil ?",1
"Maunya apa sih ,,,kita ini mahkluk sosial , ngk boleh  berinteraksi,,, suruh makan tidur. emang wedhus",1
"NASIB BANDARA GIMANA PAK???
MASYARAKAT SUSAH MAU KE PERGI KEMANA2, TES PCR MAHAL PAK...TOLONG.
KASIH KELONGGARAN VAKSIN SAMA RAPID SUDAH CUKUP PAK 🙏🙏",1
"Yg ingin tutup poin, perhitungan sura terbuka ayo... Siapa..!? Mana komentar Demokrasionalisme nya",0
Ya Allah bapak saya ini tidak dapat bantuan dari pemerintah... Anak istri saya makan apa pak,1
"Paaak, bayangin yg kerja di mall, masya allah paaakkk, putus asa rasanyaaaa🥲🥲",0
"hampir 2thn sudah hidup dengan aturan² mu wahai penguasa. tp hasilnya cuma bikin susah. 
sakareppmu sekarang mah lah",1
"Dibuka sih tp. Jam operasional nya gk ngotak.,",1
PPKM akan diperpanjang sampe 2024 (menghindari demo besar2an)... Amaannn,1
Dunia semakin canggih rakyat akan hancur Semoga cepat selesai ppkm,1
"Berita koyok ngene Iki wes g penting blas,ppkm seumur hidup Ae wes Ben ndunyo Iki longgar penduduk e",1
Ppkm akan terus ada..kecuali hentikan vaksin..krn vaksin bnyk msyrkt yg meninggal.efek ssdh vaksin sama dengan gejala covid.,0
"Yg dpt bantuan aja msih sambat pak... Palgi yg tk dpt, kalo pny swh kulo insyaAlloh... Kami hny pny tenaga, mugi Alloh paring kekuatan .
🤲🤲🤲💪💪",0
Saya ga setuju ama keputusan sampean pak.,1
Saya hanya penasaran lihat gambar jempol ke atas apa k bawah..... Oh owh !!!,1
"Saya setuju dengan pemerintah,, ppkm sangat ampuh, corona menurun, ppkm harus di teruskan, sy harap diteruskan sampe akhir tahun 2021!",1
Sebenarnya gampang ingin benar Benar ppkm satu solusi nya semua akan ada di rumah,1
"Sekarang pengangguran meningkat, kejahatan meningkat ,kriminal meningkat, utang meningkat BG masyarakat kaum kecil kami ingin Indonesia seperti dulu lagi😭😭😭😭",1
"Dari awal covid sampai skrg, sedikitpu  gak ada tuuh saya terima bansos, pas cek pun malah tak terdaftar, padahal orang2 yg lebih berada malah pada dapet.",0
"PPKM level 4 ,kapan level terakhirnya bos? Apakah setelah anda turun tahta?",1
Saya blum pernah dapat bantuan dari pemerintah ...saya ingin usul yg dapat bantuan bansos dan lain2 harus di beri tanda d depan rumah yh agar ta salah sasaran......,0
"Mau ngomong tar di ciduk,. Sekarang dikit2 di ciduk lebih serem dari jaman orde baru 🤦‍♂️🤦‍♂️🤦‍♂️",1
Maximal level sampe berapa samapai tamat? Terhitung angka bilangan kan banyak,1
"Jika ppkm diperpanjang dan hasilnya sama,
Maka akan dilakukan adu penalti.",1
"Negara mujadi apa ini.knp hrus dperpnjang terus ppkm.bagaimana org2 yg nyari makan.
Ingat ALLAH g pernah tidur sekecil apapun yg dilakukn pasti ada balasan.
Ingat sm sumpah pegang amanah.
Dunia sudah tua.hidup cuma sekali.",0
MAU MEMUTUS MATA RANTAI COVID19 ATAU MEMUTUS PEREKONOMIAN RAKYAT KECIL PAK?,1
"RUNGKAD SAYANG .
 CICILAN MOBIL SEKAT JUGA DONG AH 😂",1
"Masih level 4 Blum 10 to Pak 
Sak karepmu dwe wae.  ... Sampai level berapa...",1
"mau masuk kerja di undur""terus gara""ppkm mau makan pake apa saya",1
"Orang mau makan woiiii
Mau kemana2 susah!
Mau beli makan kalo malem aja susah!",1
"Nek wis sampae tg 2 ,ppkm ,,lanjut maning sampai tg 17 ,Agustus ,",1
Ngrepoti tok di tambah i teros sampek kapan.. lanjutt !,1
"Kita aman2 aja kok, angka kematian rumus rumah sakit orang sakit d bawa ke rumah sakit pulang dr RS mati banyak itu",1
Terimakasih klinik Tong Fang berkat usulan anda bisulan saya jadi kambuh lagi .. 🙏,0
"Sudah tau tak mampu, masih dipaksain,. Mundur lebih terhormat",1
"TKA sama WNA tp tetap boleh masuk ya Paaaa. 
Trs WNI g boleh ke Luar ya Paaa.",1
"buat orang yg bnyak duit sie gk masalah,tpi buat saya mangkin belangsak ppkm d perpajjang....",0
Karna pabrik implus blum. Kaya dan oksigen masih blum kaya mka nya perpanjang we lah lieur ngabanungan politik mah euy mning sare kmbae lapar ge,1
"Mana yg sering nyinyirin demo berjilid jilid , rasakan kalian sekarang di ppkm berlevel level .....
kau kira dapurmu di hidupin pemerintah !
Gak kerja gak makan kau !",0
"PPKM di perketat tapi TKA (China) di ijinkan masuk
Hancur para rakyat kecil pedagang
Hari Minggu pasar Salatiga suruh tutup sedangkan Alfamart dan Indomaret buka aneh juga",1
Ya allah smoga cepat berakhr ini corona,1
"Kirain pinter mknya dulu aku pilih tpi stlh saya amati trnyata hny vlogers,",0
TK sawang tok AE. Blenger aq wisan komeno Yo percuma GK bakal ad tangapan,0
"Perpanjang trosss, kalo hasilnya tetep sama maka akan di adakan adu penalti",1
"Kesebaran dan patut,bisa saja rakyat lakukan,namun tuntutan isi perut gimana?apa kita harus pauasa?",1
"Karepmu Pak, kepalaku sudah pusing. Tidak pernah saya dapat bantuan, sekarang kerjaan juga sulit",1
Kapan atuh atur jadwal nih para mahasiswa dan seluruh rakyat Indonesia,1
percuma lockdwn  psbb ppkm druratmpe ppkm level 4 jg cm tmbh rued ajh .rkyt ngomong lngsung di tngkp  polisi .eror,1
"Ruwet, ancur bisa"" kyk gini,stop aja anggaran covid 19,stop semua jenis bantuan",1
"Mendingan bkn bansos drpd gak nyampe ke rmh sampai skrng toh... Tp lokasi vaksinasi diperbanyak, agar gak Perlu ngantri panjaaaaannggg.",1
Aku mbetek ngko lah wis perpanjang Iki lancar ngko lah Yo di perpanjang mnh,1
Bantuanny ke siapa?ke aparat setempat at ke orng yg membutuhkan soalny saya sampe sekarang blm pernah dapt,0
"Mesisan setaun pak ppkm nya, nanggung setiap minggu nambah",1
Di PPKM emng udh jelas bakalan gaada hilang tuh covid?,1
"Bansos yg menerima yg bgmn Pak
Bg yg punya angsuran kredit kendaraan bgm Pak",0
takut sama korona itu salah bumg.. takut.lah pada yg bikin corona  pham nga,0
"Anak2 tidak sekolah skarang hp an terus alasannya belajar sehari ful hp an, sdangkan  ortu sibuk cari makan gk bisa awasi anak hp an,belajar bneran apa game online gak tau,",1
Mulut nya berbicara tetapi telinga nya tidak bisa mendengar teriakan rakyat..,1
"Ok ok gini aja deh pdam, listrik, kontrakan, cicilan hutang bank, sembako gratiskam semua, tolong di bebasin lah kalo kayak gini caranya... InsyaAllah cepet selesai",1
"Seharus suara rakyat ,yg didengar , bukan Mentri ,OPO kepala daerah, yg ditakutkan rakyat itu cumak .butuh makan ,bukan butuh teori Teori, kayak gini, 🙏🏻🙏🏻🙏🏻",0
Urusin kok ppkm melulu gk begitu pnting lbh pnting rakyatnya d urusin biar bs usaha/makan gimana..,1
"Setuju, terus perpanjanng seumur hidup aja biar tambah klenger rakyat kecil dan selamat buat pejabat semoga semakin gendut mkn duit rakyat",1
Sampai level 60 aja pak .. Sudah maksimal biar kaya emblem ML assasin gua..!!,1
"Kriminal semakin menumpuk.
Dan kasihan tuh yg ngekos.
Mikir buat makan buat bayar kos.
Pemerintah aja gak mikir ....",0
"Terlalu sibuk ngurusin corona, luar negri udah nganggep corona sama kaya flu biasa",1
klo ppkm nanti ada yg demo sm aja boong nnti klaster baru. Mending ppkm gada tpi prokes ketat,0
Masyarakat sendiri di PPKm tapi orang asing masuk indonesia di bebasin,1
Petani buang semakin ancur karna harga turun drastis..,1
Tolong berikan kami bansos kami miskin butuh kerjaan jgn lah memperpanjang ppkm kami mau makan butuh hidup,1
"Kan sudah ketebak sih, jatoh nya kaya psbb dlu,.. Nyicil untuk perpanjang 

Klo taun besok masih rame corona,. Bikin istilah selain psbb, ppkm darurat, ppkm lv 4 ,.. Apa lagi yaah",1
"HALAH DRAMA PPKM DI PERPANJANG LAGI..GMN NI PAK DE..GA KASIAN KAH SAMA RAKYAT KECIL..
INGAT DOSA PAK DE..
ALLAH MAHA TAHU SEGALANYA TENTANG DRAMA COVID 19 YG ADS D8 NEGARA KITA INI..",1
Ppkm pelan pelan kami mati ... Krja ga bisa jln ttup trus btuh mkn tiap hari masukan ga ada gimna....??? Bansos tak merata huh ya allah bgini amat hidup pakde 😭😭😭😭,1
Kenapa DPR selaku wakil rakyat diam?????? Itu sudah skenario bersama dengan pemerintah demi kepentingan kelompok dan golongan,1
Betul betul betull .yang Panting Bpk gajian  Hidup mewah harta berlimpah..hidup Makmur sejahtera. Bodo amat dengn rakyat...,1
