komentar,label
"Vasin sabtu ini sampai hari kamis ini madih meriang kayak waktu sakit typus..,  aktivitas gk bisa seperti biasa.. sdh 6 hari kok belum pulih ya,  mkn rasanya pahit kayak habis sakit meskipun begitu tetap berusaha makan sm rasanya ngantuk terus sm lemes",1
Vaksin pertama meriang kepala berat trus pagi nya mendingan eh sorenya meriang lagi..kapok ngk bakal gw di vaksin lagi..satu keluarga yg belom vaksin malah nyangka gw kena covid..nyesel,0
"Mungkin tergantung daya tahan tubuh efek vaksin berpengaruh.,aku habis vaksin nga pusing/demam.biasa aja.,mungkin dokter nya kurang dalem nyuntij vaksin nya,habis nga sakit",0
Abis  paksin ko   meriang sesek napas kenapah y,1
"Gua gabisa tidur karna si vaksin,rasanya panas dingin terus pegel-pegel:( gitu gua masih punya penyakit gatal ampundah komplit bnged:(",1
Aduh sy nga mau di vaksin lagi😭😭 saya deman badan pegal2 smua 😭😭😭😭🙏sy nga kuat,0
"Saya abis vaksin pertama,pertama pegal2 z d bagian lengan yg d suntik,stelah 1 hari lutut kaki saya sakit sbelah tp ga bengkak hanya sakit z udh mau 3 hari ini blm jg sembuh,itu gmn ya barang kali ada yg ngalamin hal yg sama🙏",1
"Tetangga saya abis vaksin yakan terus beraktifitas keluar rumah .. 
Eehh batuk panas demam dibiarin dikira demam biasa eehh kok malah jadi kena korona setelah divaksin.",0
Terus kenapa sampai ada yg meninggal dunia sehari setelah di vaksin.klo misalnya gejalanya ringan dan normal trus knp sampai ada yg meninggal dunia,1
"Terima kasih negara telah memberikan vaksinasi gratis, rakyat pasti tidak akan menyia-nyiakan perjuangan para Nakes yang bahkan telah dikarantina lebih lama di RS daripada si pasien sendiri. Apalah efek samping nyeri dan demam sehari seperti anak kecil sehabis vaksin dibanding pengorbanan Nakes yang telah gugur. Semoga semua sehat selalu🙏🏻",0
"efek vaksin pertama ngantuk berat sampek 2hari,vaksin ke 2 ngantuk, pusing,dan linu2,",0
"Aku Bru vaksin kemarin, yg dirasain kpala pusing mriang,kaki kyk semutan nyeri dan kaki rasanya berat. Smpe skrng kaki msih berat apa kalian rasain gini juga??",1
Saya pegel dikit + demam... sebentar aja...,1
Alhamdulillah saya habis divaksin jadi semakin sehat yg biasanya tiap hari bersin dan pilek sekarang malah gk pernh pilek lagi dan hbs divaksin juga gk panas tapi agak ngantuk sih.,1
"Hari ini aku habis vaksin jam 9 pagi, terus lanjut tidur sampe sore. Bangun2 badan kaya lagi masuk angin, lemes kepala pening gitu. Semoga cepet normal lagi badan nya.",0
"Ya udah jgn d vaksin LG doa ja kp Allah ..
Mungkin manusia LG d uji",0
"Kmren Saya habis vaksin nyilu semua badan saya dn ng bisa tidur menggigil, dan kepala saya sakit sampai skrang.",0
"Saya mau tanya ?
Kenapa ibu saya setelah vaksin malah jatuh sakit udah 3 hari ini ngeluh sakit semua badanya  , gak bisa apa2. 
Tolong yang ngerti solusinya",0
"Yang habis vaksin mati 
Tolong dong keluarganya di wawancarai.... Jangan yg sehat /yg tdk bermasah saja surveynya",1
Setiap badan itu berbeda itu Tergantung Imun pada tubuh Jika imun pada tubuh lemah atau imun pada tubuh bereaksi lama pada virus yang disuntikan pada orang yang memiliki tubuh lemah akan menyebabkan kematian atau Penyakit dari vaksin itu sendiri walau ini cuman teori Coba dipikirkan Untuk peningkatan,0
Sedang merasakan. Abis vaksin az di mag sore tadi. Skrg demam. 🤒,0
"Saya meriang pas malamnya habis vaksin, sekitar jam 2 malam ke atas tu badan saya dingin banget",0
"Heran saya, pak jok* dapat vaksin sinovac yg minim efek samping,habis vaksin bisa senyum - senyum, masyarakat biasa di kasih coronavac notabene produk lokal biofarma, ini habis vaksin langsung demam 4 hari belum sembuh, demam tinggi lagi, payah",0
"kemarin baru selesai vaksin, malemnya sampe sekarang badan meriang gk enak, tenggorokan haus bgt. untung masih kuat puasa. hadehh",0
"Saya habis di faksin yang saya rasakan ngantuk,lapar,dan besok nya radang dan demam... Dampai sekarang.. padahal Ndak minum es dll...",1
Sletelah vaksin kebwaan ngantuk dan sakit dibekas suntikan sampai skrg ngk mau hilang kenaap?,0
"Alhamdulillah,kemarin habis vaksin pertama aman2 aja. Tiga bulan akan datang baru vaksin kedua. 🙏🏻🙏🏻",0
Apa cuma gua dari orok kaga pernah di vaksin atau di suntik 😅 Alhamdulillah nya sehat,0
Saya sudah vaksin tapi alhamdulillah Tidak Mendapatkan Efek Apa2.,0
Sama sekali ku tak merasakan efeknya....bahkan bekas suntikannya pun tdk terasa...,1
"Saya setelah di vaksin demam pusing peersendian rasanya kaya mau copot semua,,",0
Saya juga sudah divaksin tahap pertama. Kondisi badan saya baik2 saja.,1
panas dingin pegal2 nyeri di badan pusing  kita satu server😭😭😭😭😭,1
indonesia raya. nakesnya makmur makmur. banyak nakes yg ingin keadaan negara ini tetap pandemi,1
"Bahan vaksinx apa sih , halal gak digunakn, jngn sampai membhykn dimasa dpn",1
"Alhamdulillah baru selesai vaksin, tubuh lebih terasa bugar efeknya diawal mengantuk, jadi teman2 yg mau vaksin bisa sarapan terlebih dahulu dan setelah di vaksin sebaiknya diam dulu di rumah sakit atau tempat di vaksin selama 30 menit, terus tetap beraktivitas seperti biasa bakalan nyaman deh.",0
Aku habis faksin kok semua sendi sakit badan panas kepala pusing hidung tersumbat awas sampai gua mati gua suruh tuntut ya,1
Vaksin pertama efeknya ngantuk pusing dan lmbung jg kumat....skrg aksin ke 2 ngntuk dan gk enk bdn ky msuk angin yesek dibelakng...ini msih wajar atau konsul kedokter ya.,0
"yang saya rasakan 2 hari setelah vaksin, demam, meriang, ngilu2, kdg sakit kepala, aga sakit didada saat ambil nafas panjang. gampang lelah gampang ngantuk. 
sudah hari ke 4 berjuang lawan efeknya, bantu share makan / minum apa untuk mempercepat pemulihan",0
"Yg Vaksin nya tadi pagi, sini absen. Gw pegel2 demam mata kek kebakar",1
"Habis vaksin besoknya panas dingin,,, dan setelah 2 hari penciuman hilang,,, apa itu evek samping nya ya ???",0
Saya barusan habis vaksin pertama..  yg saya rasakan badan terasa lemas.. nyeri nyeri.. pala puyeng..,1
kalo gk dr perusahaan sy akan menunda vaksin.,0
masih mending kena covidnya daripada nanggung efek samping vaksin,0
"Aku habis vaksin Sinovac, besoknya dada kanan sakit, itu knp ya?",0
Klu status otg aman klu divaksin,1
Kenapa ya saya setelah di suntik vaksin pegal2 dan batuk2 tolong pencerahan nya kawan🙏,0
Yailah cuma nyeri dan demam aja. Klo kena covid yg ada nyawa terenggut,1
Dlu vaksin beda ama skrg.skrg stlah suntik vaksin panas demam.panas demam itu yg akan jadi corona😂😂 sya tetap ga akan mau.mendingan ga usah,0
"Saya td pagi vaksin pertama,GK papa kok,wajar2 saja.",0
Tu nama  gak kebal  mala  sakit  panas  bilangaja.pada yg suntik dok   atau  nakesnya  .bilang  habis  vaksin  kok  gaknafsu mk    lema panas  gawat  hiiii bodo,1
"Tdi siang vaksin tpi blm ada keluhan apa2,lah ini malem nya skrg malah kaya meriang sama lemes 🤥",0
"Baru vaksin 1,5 jam yang lalu, yg terasa agak ngantuk Dan didaerah pertemuan Alis agak berat, spt kolestrol klo lg Naik, atau klo HB lg turun. Langsung minum paracetamol",1
"so, orang yang sebelumnya baik baik aja, terus dipaksa suntik, eh malah nimbul demam. k4N UtK k3l4nC4ran 53lanJutNya. wkwkwk. udh maksa hak individual pula. bapak gua divaksin langsung kedinginan. padahal kalo gak divaksin pun emang bakal kenapa? toh udah 1 tahun (covid starts in feb/mar 2020) aja belom pernah kena covid kecuali batuk/pilek yang biasanya dijadiin kambing hitam bagi para dokter. penyakit paling sering dijumpai. penyakit yg kalo gak dibawa ke dokter baik-baik aja. asal bawa ke mereka divonis macem-macem. kasian bapak gua meriang mulu. dipaksa rs. najis",1
Awas aja keluarga gw kenapa2 setelah vaksin ya.,0
"Saya sdh 2x  vaksin covid.  Lancar2 saja. Keuntungannya, selain imun juga aman karena dapat surat keterangan sudah vaksin, saya gak perlu lg rapid test, rapid antigen jika mau pergi kemana-mana.",0
Setiap orang beda2 cara tubuh mereka merespon vaksin...klau aku 6 jam setelh suntik sperti kta nakes yg nyuntik..vaksin mulai reaksi...bdan pda dingin ..pusing ..mual...trus malemnya demam..selanjutnya demam dan pusing silih berganti...semoga cepat berlalu sakitnya..,1
"Efek samping yang q rasakan setelah 30 menit divaksin pegel"" , pusing , demam panas dingin , nyeri disendi , selama hampir 2 hari",1
Aku merasakan demam panas dingin ...sakit kepala..,1
"Ini vaksin sinovac efek kedepannya gmana za??..
Kok saya blum ada 1 bulan bdan rasanya skit2an.. yg sering pusing sm mual2 trus..
Pdalah biasanya gak gni bdanQ!!",1
"Tadi pagi saya habis vaksin. Di suruh nunggu 15 menit katanya kalo baik2 ajh boleh pulang ,nah saya pulang,,na sekarang baru kerasa kaki2 saya pada nyeri,,kasi saran dong abg mbak kk saya harus gmna ini?",0
"gw laper terus, dikit2 makan, ngemil",1
Ayah saya PNS sehabis vaksin demam 1 minggu lebih :( sampe sekarang belum pulih.,0
Suami gw abis vaksin jd demam pada ngilu 😭,0
"alhamdulillah gk pernah vaksin dari dulu, kecuali waktu balita :v",0
"Sy vaksin 19 juni 2021. senin 21 juni - saat ini efek mual dan demam luar biasa, plus sulit tidur kalo malam",0
Efek samping = Tepar badan kaya di gebukin sekampung,1
Habis vaksin.. Sy ga merasakan apa2.. Sampe skrng.. Sy sehat2 aja.,0
"Mau tanya dong ada yg abis vaksin ga??, hari pertama ga terasa apa² cuma terasa sakit dibagian suntiknya, hari kedua mulai terasa demam,panas dingin badan,pusing ada ga yg sma Kya saya rasain??🙏",1
"Saya vaksin Sinovac yg kedua tgl 22 April 21, tapi hingga tgl 17 Juli 21 masih senut2 / pegel2, tolong obatnya apa ya Bapak2 / Ibu2 tolong infokan ke saya, saya mau beli, dan tangan kiri nyeri2.Tks",1
"Kalau saya abis divaksin kira2 30 menitan langsung minum air kelapa hijau 1 buah efeknya badan seger, malamnya minum Beard brand, efek sedikit migrain, jari2 kaki kaku, pegel2 jg dikit dibeberapa bagian anggota tubuh, agak gatal di bagian tangan , malamnya Ndak bisa TDR Krn cemas, bangun TDR badan terasa seger 🙏🙏",1
"Saya ada asam urat dan sering datang menyerang di bagian tubuh tertentu kadang di kaki, kadang di lutut, dan kadang di tangan tapi setelah saya divaksin asam uratnya nyerang langsung ke kedua kaki, lutut dan semua persendian sampai-sampai saya tidak bisa berjalan. Tolong saya minta saran dan masukannya teman-teman... 🙏",1
hm... kasihan yang gak mau di suntik mereka berharap vaksin selain di suntik di seduh bisa kah ?,0
Ibu saya setelah vaksin badannya semakin memburuk.. Ngga nafsu makan mual panas dingin udah 5 hari ini..,0
knpa ada yg hbs di vaksin malah batuk dan sesak napas kak,1
Saya demam tinggi n pusing hebt setelah vaksin,0
3 hari setelah di vaksin sinovac badan mendingan ga demam tapi kenapa Indra penciuman hilang ya ada yg tau?,1
Aku kemaren di vqksun tapi sampe 3 hari d3mam nyeri ...normal gak ea,1
Barusan habis vaksin sinovac. Beberapa jam tubuh mulai panas. Dan tenggorokan terasa kering... Gimana mengatasinya 🙏,0
"Apakah setelah suntik vaksin menjamin kita kebal akan covid19...
Apakah setelah mendapatkan sertifikat vaksin kita tidak perlu lagi swaf di bandara,cukup menunjukkan sertifikat saja..???",0
"Lah saya vaksin pertama tgl 13 Juli pake sinovac gk ada efeknya kenapa-kenapa tau taunya efek samping baru tadi pagi sampe sekarang. Efek meriang, dengkul kyk mau copottt. Nyesel jg sebenernya vaksinasi, sebelum vaksin jg gk kenapa Napa.",0
"Saya habis vaksin 5 hari kemudian batuk2 pilek setalah itu priksa ke dokter. Anehnya blm sembuh2 sampai 2 Minggu,yg bikin aneh kenapa dlu sebelum di vaksin kalau badan sakit pilek batuk greges priksa ke dokter 2 - 3 hari sudah sembuh. 😭😭😭 Udah merasa bosen dengan batuk pilek greges yg g kunjung sembuh2",0
"Gw stelah vaksin gak da efek apa2 . Tp besok  nya stelah bgun tdr badan demam dan kepala  nyeri.. Sebenrnya gak mau vaksin,, tp aturan dari perusahaan karyawan wajib vaksin...",0
Setelah divaksin ada yg meninggal dunia setelah 3 hari divaksin,1
Saya baru di vaksin.. Alhamdulilh sehat.. Cuman agak kebas tangn sebelah... Satu kli lgi sya di vaksin,0
Setelah saya di vaksin satu minggu  kok leher saya jadi sakit apa iti efek vaksin ya..,0
rumah sakit mainin duit vaksin gak tuh?,0
kok jd bgni ya pacar saya habis divaksin dia panas tinggi dan badan lemas dan semua badan pegal2 nah dan nafasnya juga panas saya rawat pacar saya  dan saya gk sengaja nafasnya dia kehirupp eh malah saya. jadi sakit seperti orang yg divaksin gejalanya sama pdhal saya blom divaksin,1
"Abis vaksiin baik"" aja malamnya langsung panas tinggi bekas suntikan vaksiin sakit nyerii membengkaka . Lidah pahit . Kepala pusing badan panas dinggin 😭😭 minta solusinya dongg biar cepet sembuh",1
Awalnya aku sehat2 aja setelah di vaksin malamnya aku demam nyeri bahkan panas dingin .tetanggaku mati setelah di vaksin,0
"Sy sdh 10hr ini stlah divaksin.
Tgl 1 vaksin. Smpai tgl 10 efek smpingx adl gatal2, dan indra pengecap jd pahit. Sdh 10hr lhoooo...gatal blm smbuh dan mulut sering terasa pahit makan apapn",0
"Boro2 malam nya doang saya hampir 1 minggu ga kerja gara2 habis di vaksin
Tau gini mendingan ga di vaksin sekalian..",0
"Aku vaksin pertama & kedua nyeri ,demam 2 hari ,pegelnya 3 hari hilang",0
"Guru SD setelah vaksin demam semua, 2 orang sembuh. Yang 1 meninggal, lainnya kritis ...

Awal mula adik saya sebagai murid mau di vaksin, ga mau. Jd guru nya dulu yang di vaksin, akhir nya semua guru demam tinggi 1 minggu kemudian kritis dirawat rumah sakit",0
"Gw udh d vaksin, tp samsek ga ada efek apa²",0
"2 hari setelah vaksin ini baru terasa , demam , meriang, batuk, nyeri sendi, pusing...ini udah dua hari belum sembuh...😪",0
Saya setelah di vaksin mengalami lemas dan pusing sudah 2 hari... Apakah itu pengaruh Vajsin...,0
jangan cuman gara gara sterfikat vaksin dan ancaman di persulit urusan itu jadi pemanis untuk mau vaksin,0
krn yg bilang spg vaksin ya pasti josss hehehe,1
"Sehat sll ya Dr, saya jg lg menunggu",1
"emang beda prosedur ya ?
kita2 cuma di tensi, ditanya ini itu, tau2 jleb disuntik
oi mana kami tau apakah kami tau tubuh kami siap menerima vaksin.
klo ada yg kenapa2 pasca vaksinasi, gmn ?",1
"efek dokter tirta sama banget kaya saya, alhamdulilah dah selesai vaksin sampai ke 2 sinovac",0
Apakah SOPx berlaku untuk masuarakan miskin? Apakah Vaksin untuk org miskin  n pejabat sama? Skrg kami merasa tambah frustasi krn ada Vaksin ini,0
"Hopefully you guys will be okay, there isn’t any perfect vaksin at this moment, but if you wanna wait for 3 years later,  the vaksin efficacy = 98.5% and therefore I believe the Corona will be wipe out.",0
saya lihat dari gelagat dan logatnya itu seperti nya sudah kerjasama .,1
"Saya cuma tensi, di tanya2 ada, asma, pemmbekuan darah,itu saja",1
Lhaaahhh karena anda dokter dan bukan orang biasa maka sedetail it ciba main sini proses vaksin dsini gak bgt..cek darah suhu tanya jawab suntik dpt sratnya it pulang...,0
Saya baru vaksin tp ga merasa ngantuk dan lapar biasa aja.. kaya jaman SD gitu . Cuma pegel dan agak berat dibagian lengan yg kena vaksin 3hari udh sembuh normal lagi kok,0
Saya juga baru divaksin aman aman aja kok vaksin yang sinovac cuman memang efek awal cuman agak lemes di tangan yg divaksin . Dan tidak ada pemaksaan vaksin jadi aman.,0
Saya blm vaksin sama sekali karna daerah tempat saya tinggal blm ada info vaksin,0
Itu dia dokter apa apaan si .. suka beda beda kalo ngasih keterangan ..,1
"Saya warga daerah 
Alhamdulilah bisa di vaksin di ibukota tanpa paksaan dari manapun kami cuma ingin sehat 
Bismilah &
Alhamdulilah sdh di vaksin kemaren tgl 15 ",0
Dah ga percaya tirta rawa botak,1
"Makanya yuk vaksin! dan jangan lupa cetak vaksin di kita ya!
Cetak Sertifikat Vaksin ONLY 20K Per PCS Kartu PVC

Yang mau cetak sertifikat boleh ke link yang tertera yaa ^^",0
"Vaksin nya pakai kasta gak nih?

Takutnya kualitas rendah di kasih ke orang miskin. Yang bagus untuk orang kaya.",0
SPG vaksin... Pake rok pak... Biar sexy...😂😂,0
Adik sy vaksin karena tuntutan dr kerjaannya dan peraturan dr pemerintah...kl tdk vaksin bisa dikeluarkan....dan pada akhirnya ikut vaksin...dan sekarang malah tdk bisa kerja kadena sakit sakitan terus.setelah divaksin malah imun tubuhnya selallu drop...dan kl sudah kaya gini minta pertanggung jawaban sm siapa dokter????,0
"Professor yang ahli pada epidemiologi kan banyak, kenapa yang ditanya dokter macam ini?",1
"Dokter tirta dulu,kamu seperti mendukung untuk contra pada covid kok sekaran pro,kenap ini kok aneh",1
Sama akan halnya nanya bakso nya enak ga ke tukang penjual bakso,1
Kalau adik gua udh vaksin nama nya GK tau sih tapi efek nya alhamdulliah sehat wallafiat bsk lagi tahap 2 vaksin lgi doa kan adik saya sehat terus,0
"prosedur tak sesuai realita di masyarakat, gw cuma cek tekanan darah suntik dapat kartu suruh pulang. gak ada nunggu"" reaksi atau tes"" an.",1
"Sebenernya kita y pak buk pengen nya y di vaksin biar sehat.
Tp jika kita terjadi apa2 siapa yang mau bertanggungjawab.?
Udah gitu aja..
Di atas materai lah..oke",0
"Di tempat saya kalo ngga di vaksin ngga akan dapat lagi katanya BPJS pemrintah....
Gue bingung apa cuma di indo aja ya aturan nya kayak gini 
Masa cuma karena ngga mau di vaksin ngga bole lagi gunakan BPJS pemrintah...",0
"Barusan vaksin, suntik langsung dsuruh pulang dok 😌😭😂😂",0
"MAKIN LAMA GA MAU DIVAKSIN, MAKIN LAMA JUGA PSBB INI, mau balik normal ya ikut aja vaksin, gratis, ingat, jangan pernah anggap vaksin itu bekerja instant, ada proses, jadi jangan karena udah vaksin trus besoknya keluyuran ga jelas, trus kena bilang vaksinnya yg salah,",0
"Alhamdulillah kemaren ane udah vaksin napsu makan bertambah..nggak ada Gejala apa"" biasa aja..klo yg nggak mau di vaksin iya nggak apa itu hak orang..yg penting di vaksin itu kondisi badan kita tidak punya penyakit..jangan kita punya penyakit ngaku nggak punya penyakit itu yg bahaya...",0
"Saya malahan makan bisa 5 kali 1 hari, bawaanya lapar trus.... takutnya tambah gemuk..😂😂😂",1
"yang pasti, ...para pendosa yang ngabisin uang negara untuk hal gak berguna, para kacung yang gak punya martabat itu, gak bisa lepas dari gerak keadilan semesta...",1
"3 jam stelah vaksin: ngantuk, nyeri lokal.
5 jam stelah vaksin: laparr
1 hari stelah vaksin: amandel kumat, padahl gak konsumsi dingin2",0
Ga tahu DIA dipihak mana.. pihakku allah SWT...,1
Ngeceknya ngg selengkap dr tirta tuh iini hari ini aku baru vaksin 1,0
"Sy sdh vaksin coronavac 2x..tp dari awal hanya cek tensi aja..gk ada tuh cek darah, denyut jntung..hanya ditanyain ada gejala gangguan indra penciuman..ect",0
Jangan jangan ganja isinya abis katanya abis di vaksin laper wkwkwkwk canda dokter wkwk,0
semoga sehat sll dokte tirta AAMMIIN,1
"Saya dapat vaksin astrazeneca selang 3 bulan kalau tidak salah ,baru vaksin yang ke 2",0
Saya setelah vaksin ko hilang Indra perasa ya😂,0
"Halaaaa kalian"" itu pke vaksin yg mahal, sdngkan buat masyarakat kcil di ksi gratis vaksin yg pling renda, mka y bnyak yg mla pda tmba sakit",1
Sdh sampe di mana uji klinis vaksin ?,0
"Ha..ha.!.. si PEMBUJUK berAksi....
Cuap..cuap!.. aja trus, kagak ngaruh Gaesss.!. .
Hi..hi.!...",1
"Setelah vaksin pertama, saya putuskan tidak ikuti vaksin kedua.
Efek vaksin 10 harian setelah vaksin tidak dianggap efek samping.
Sama seperti orang yg mau divaksin yg menyayangi nyawanya, demikian juga sayangi nyawa anda  jgn pernah mau di vaksin.",0
"Saya TERPAKSA vaksin karna Bekerja di Pabrik,kalo ga vaksin Bisa"" di tendang dri prusahaan :(",0
"Misi mau tanya nih, keluarga saya ada yang menderita Hepatitis b sudah masuk ke kronis apakah bole ikut vaksinasi??",1
"Saya smlm hbs di vaksin sinovac yg pertama,stelah di vaksin kok ngantuk2 aj bawaanya mau tdr aj,dan mau makan aja bawaanya,padahal mau diet loh,alhamdulillah sampai saat ini sy sehat2
 selalu🙏",0
"Ini saya baru pulang vaksin di GBK. Biasa aja. Dan setiba di rumah bersih2 lalu makan. 

Sekarang mulai berasa bawaannya ngantuukk ngantuk. Engga ada gejala pusing, demam, mual atau yg lainnya. Kl saya hanya ngantuk aja. Beda kondisi imun orang beda efek yang dirasakan mungkin. Nih mau tiduran dl, ngantuk.",1
"Koq beda ya sistemnya. Disini cuma pengambilan data pake KTP, Cek suhu, tenshi, ditanya ada gejala pilek, batuk, ato sesak. Trus vaksin. Abis itu dpet kartu vaksin abis itu pulang. Ada yg sama?",0
Dokternya mata sipit ya bos ku,1
Saya punya riwayat asma ....klo di vaksin malah takut tambah parah 😅....,0
"Sama sy juga stlh di vaksin malah laper mulu, pdhl lgi pengen diet",0
"Yang kebanyakan Di masyarakat,,  Gak pakai Di CEk,,  Lansung aka cas cus cas cus",1
penasaran vaksin itu bakalan efektif cm staun ato Skali seumur hidup 😀😀😀😀 please do reply,0
Intinya yg mau divaksin tubuh harus dibuat fit jngan dibuat rebahan anying,1
"Efek nya uang para vendor  di event vaksinasi BUMN blm pada turun,kasian para vendor yg harus nya lebaran pada untung malah buntung",1
Gimana kalo VAKSIN SINOVAC BUAT TUBUH ADA EFEK SAMPING NYA NGAK,0
Hhhhh nanggung pke sinovac... sinovac kan dosis untuk org2 yg pnya alergi dan yg krg sehat 🤣,1
"Siap"" lh yg udh terlanjur vaksin",1
"Mau tanya ni... org2 yg tak memiliki persyaratan vaksin apa diperbolehkan untuk vaksin?.. Sementara bangsa kita peduli akan kesehatan, 
Ada yg mau jelaskan tolong balas... 
Saya masarakat kecil yg tidak tau tentang semua ini....",1
"Setelah lihat ini jd mikir apa ini efect vaccine ya demam tidak, karena td udah minum paracetamol sesuai anjuran dokter dibilang minum selama 2hr, 3x sehari . Tp, Sy kug laper mulu. Br vaksin pertma AZ hr ini, tp bawaanya laper aja. Udah makan 4x hr ini. Belum nyemil2 nya buah2an habis 6potong besar2.",0
Dr Tirta warga keturunan tiong hoa... Hahaaaa.... Setiap postingan video nya seperti pro rakyat... Basiiiiiii,1
"Elu sinovac...
Kita Astra Otoparts 😂",1
Punya tekanan darah tinggi boleh gak divaksin ?,1
Mohon tanja apakah perlu suntik vakdin umur uda 75 thn ada maag alergi  dan asma,1
Sama saya habis di vaksin rasanya laper trus dan badan pegel kurang lebih 24 jam..,0
Ya wajib bagi yg bekerja kalau gak sanksi nya di pecat,1
Pemeriksaan pra suntik vaksinnya byk bgt pertanyaannya.. gmn klo org kampung/lansia yg sdh byk keluhan dan gak menjawab pertanyaan dgn tepat..,1
"Lah emg iya sehat ? 
Aku habis vaksin sore ko malemnya meriang badan adem panas.
Semua teman kerjaku juga sama meriang .pdahal aku pekerja lapangan ..",0
